seed,scenario,configuration,metric,value,unit,n_observations
0,S1,EVSE=50,mean_session_establishment_overhead,175.4113632142457,ms,2204
1,S1,EVSE=50,mean_session_establishment_overhead,175.29862019569015,ms,2204
2,S1,EVSE=50,mean_session_establishment_overhead,174.8915538320083,ms,2192
3,S1,EVSE=50,mean_session_establishment_overhead,173.68175749956495,ms,2211
4,S1,EVSE=50,mean_session_establishment_overhead,175.4739650276402,ms,2189
5,S1,EVSE=50,mean_session_establishment_overhead,175.07951542886403,ms,2240
6,S1,EVSE=50,mean_session_establishment_overhead,175.39172290336302,ms,2221
7,S1,EVSE=50,mean_session_establishment_overhead,174.8037407832241,ms,2235
8,S1,EVSE=50,mean_session_establishment_overhead,175.39162552598106,ms,2235
9,S1,EVSE=50,mean_session_establishment_overhead,175.5966044848073,ms,2213
10,S1,EVSE=50,mean_session_establishment_overhead,174.30119221614325,ms,2192
11,S1,EVSE=50,mean_session_establishment_overhead,174.33676888892356,ms,2212
12,S1,EVSE=50,mean_session_establishment_overhead,173.92669143464292,ms,2215
13,S1,EVSE=50,mean_session_establishment_overhead,176.09220126020156,ms,2196
14,S1,EVSE=50,mean_session_establishment_overhead,174.6969319850265,ms,2242
15,S1,EVSE=50,mean_session_establishment_overhead,174.61214468005846,ms,2191
16,S1,EVSE=50,mean_session_establishment_overhead,175.3157041896777,ms,2190
17,S1,EVSE=50,mean_session_establishment_overhead,175.65233598637772,ms,2196
18,S1,EVSE=50,mean_session_establishment_overhead,174.3223155446329,ms,2216
19,S1,EVSE=50,mean_session_establishment_overhead,175.10717126487611,ms,2235
20,S1,EVSE=50,mean_session_establishment_overhead,175.44464297577426,ms,2239
21,S1,EVSE=50,mean_session_establishment_overhead,175.14643229224632,ms,2193
22,S1,EVSE=50,mean_session_establishment_overhead,175.12569211429798,ms,2215
23,S1,EVSE=50,mean_session_establishment_overhead,174.74771072209754,ms,2229
24,S1,EVSE=50,mean_session_establishment_overhead,174.27621165680264,ms,2191
25,S1,EVSE=50,mean_session_establishment_overhead,174.54369080335405,ms,2201
26,S1,EVSE=50,mean_session_establishment_overhead,174.77957075120332,ms,2222
27,S1,EVSE=50,mean_session_establishment_overhead,175.24461280680597,ms,2179
28,S1,EVSE=50,mean_session_establishment_overhead,175.43265623468972,ms,2202
29,S1,EVSE=50,mean_session_establishment_overhead,175.52729218789932,ms,2215
30,S1,EVSE=50,mean_session_establishment_overhead,175.29434410988316,ms,2217
31,S1,EVSE=50,mean_session_establishment_overhead,174.68645524078718,ms,2179
32,S1,EVSE=50,mean_session_establishment_overhead,175.33129571076387,ms,2221
33,S1,EVSE=50,mean_session_establishment_overhead,175.83525936107972,ms,2197
34,S1,EVSE=50,mean_session_establishment_overhead,175.0926893217094,ms,2201
35,S1,EVSE=50,mean_session_establishment_overhead,173.81490840650295,ms,2260
36,S1,EVSE=50,mean_session_establishment_overhead,175.26102725048744,ms,2200
37,S1,EVSE=50,mean_session_establishment_overhead,176.6863548415116,ms,2221
38,S1,EVSE=50,mean_session_establishment_overhead,175.70503960691812,ms,2174
39,S1,EVSE=50,mean_session_establishment_overhead,174.9823963549499,ms,2264
40,S1,EVSE=50,mean_session_establishment_overhead,176.20760252045042,ms,2220
41,S1,EVSE=50,mean_session_establishment_overhead,175.50282305582138,ms,2192
42,S1,EVSE=50,mean_session_establishment_overhead,174.10440283938942,ms,2188
43,S1,EVSE=50,mean_session_establishment_overhead,175.95548071326658,ms,2226
44,S1,EVSE=50,mean_session_establishment_overhead,174.46322213755758,ms,2224
45,S1,EVSE=50,mean_session_establishment_overhead,174.06133731451186,ms,2215
46,S1,EVSE=50,mean_session_establishment_overhead,175.80564083158936,ms,2238
47,S1,EVSE=50,mean_session_establishment_overhead,175.7698340924502,ms,2210
48,S1,EVSE=50,mean_session_establishment_overhead,175.4458841397994,ms,2172
49,S1,EVSE=50,mean_session_establishment_overhead,174.56217899019308,ms,2249
50,S1,EVSE=50,mean_session_establishment_overhead,175.47666423881813,ms,2193
51,S1,EVSE=50,mean_session_establishment_overhead,174.59232166713,ms,2209
52,S1,EVSE=50,mean_session_establishment_overhead,173.87775142663403,ms,2203
53,S1,EVSE=50,mean_session_establishment_overhead,174.94419790611894,ms,2193
54,S1,EVSE=50,mean_session_establishment_overhead,174.34101523329252,ms,2169
55,S1,EVSE=50,mean_session_establishment_overhead,175.69115280849806,ms,2198
56,S1,EVSE=50,mean_session_establishment_overhead,175.6244234153962,ms,2197
57,S1,EVSE=50,mean_session_establishment_overhead,175.97789917584853,ms,2195
58,S1,EVSE=50,mean_session_establishment_overhead,175.16923344597578,ms,2165
59,S1,EVSE=50,mean_session_establishment_overhead,175.50156322693286,ms,2179
60,S1,EVSE=50,mean_session_establishment_overhead,175.23343679186505,ms,2182
61,S1,EVSE=50,mean_session_establishment_overhead,174.01927346022248,ms,2244
62,S1,EVSE=50,mean_session_establishment_overhead,175.0494011561433,ms,2200
63,S1,EVSE=50,mean_session_establishment_overhead,175.27659632628433,ms,2213
64,S1,EVSE=50,mean_session_establishment_overhead,175.1735314360841,ms,2202
65,S1,EVSE=50,mean_session_establishment_overhead,175.29365197368813,ms,2194
66,S1,EVSE=50,mean_session_establishment_overhead,175.6004509757418,ms,2194
67,S1,EVSE=50,mean_session_establishment_overhead,175.4280076402291,ms,2214
68,S1,EVSE=50,mean_session_establishment_overhead,174.45683927455718,ms,2195
69,S1,EVSE=50,mean_session_establishment_overhead,174.40502667838405,ms,2225
70,S1,EVSE=50,mean_session_establishment_overhead,174.9600303321151,ms,2217
71,S1,EVSE=50,mean_session_establishment_overhead,175.94722170778718,ms,2208
72,S1,EVSE=50,mean_session_establishment_overhead,173.92018648235538,ms,2186
73,S1,EVSE=50,mean_session_establishment_overhead,175.50944219683035,ms,2278
74,S1,EVSE=50,mean_session_establishment_overhead,175.17900487660722,ms,2167
75,S1,EVSE=50,mean_session_establishment_overhead,176.38570984008365,ms,2223
76,S1,EVSE=50,mean_session_establishment_overhead,175.6843665988197,ms,2200
77,S1,EVSE=50,mean_session_establishment_overhead,175.26567433390113,ms,2242
78,S1,EVSE=50,mean_session_establishment_overhead,176.78241227203713,ms,2173
79,S1,EVSE=50,mean_session_establishment_overhead,174.75459862082505,ms,2230
80,S1,EVSE=50,mean_session_establishment_overhead,174.8183515246394,ms,2221
81,S1,EVSE=50,mean_session_establishment_overhead,175.6861182034801,ms,2225
82,S1,EVSE=50,mean_session_establishment_overhead,175.14421583578405,ms,2211
83,S1,EVSE=50,mean_session_establishment_overhead,174.70373855960034,ms,2188
84,S1,EVSE=50,mean_session_establishment_overhead,174.27701970685325,ms,2211
85,S1,EVSE=50,mean_session_establishment_overhead,174.93279023664857,ms,2195
86,S1,EVSE=50,mean_session_establishment_overhead,175.4787180350196,ms,2222
87,S1,EVSE=50,mean_session_establishment_overhead,174.7618148161695,ms,2228
88,S1,EVSE=50,mean_session_establishment_overhead,175.42225486137482,ms,2178
89,S1,EVSE=50,mean_session_establishment_overhead,175.11124157315624,ms,2212
90,S1,EVSE=50,mean_session_establishment_overhead,175.99590339689655,ms,2172
91,S1,EVSE=50,mean_session_establishment_overhead,175.54228304874866,ms,2200
92,S1,EVSE=50,mean_session_establishment_overhead,175.16379299478245,ms,2209
93,S1,EVSE=50,mean_session_establishment_overhead,174.74559713300224,ms,2174
94,S1,EVSE=50,mean_session_establishment_overhead,175.28191445113598,ms,2178
95,S1,EVSE=50,mean_session_establishment_overhead,175.7083433222094,ms,2211
96,S1,EVSE=50,mean_session_establishment_overhead,175.47126744323245,ms,2186
97,S1,EVSE=50,mean_session_establishment_overhead,175.60396660003565,ms,2191
98,S1,EVSE=50,mean_session_establishment_overhead,175.0425599139649,ms,2222
99,S1,EVSE=50,mean_session_establishment_overhead,176.03518621747162,ms,2243
0,S1-sensitivity,EVSE=50,mean_session_establishment_overhead,175.4113632142457,ms,2204
1,S1-sensitivity,EVSE=50,mean_session_establishment_overhead,175.29862019569015,ms,2204
2,S1-sensitivity,EVSE=50,mean_session_establishment_overhead,174.8915538320083,ms,2192
3,S1-sensitivity,EVSE=50,mean_session_establishment_overhead,173.68175749956495,ms,2211
4,S1-sensitivity,EVSE=50,mean_session_establishment_overhead,175.4739650276402,ms,2189
5,S1-sensitivity,EVSE=50,mean_session_establishment_overhead,175.07951542886403,ms,2240
6,S1-sensitivity,EVSE=50,mean_session_establishment_overhead,175.39172290336302,ms,2221
7,S1-sensitivity,EVSE=50,mean_session_establishment_overhead,174.8037407832241,ms,2235
8,S1-sensitivity,EVSE=50,mean_session_establishment_overhead,175.39162552598106,ms,2235
9,S1-sensitivity,EVSE=50,mean_session_establishment_overhead,175.5966044848073,ms,2213
10,S1-sensitivity,EVSE=50,mean_session_establishment_overhead,174.30119221614325,ms,2192
11,S1-sensitivity,EVSE=50,mean_session_establishment_overhead,174.33676888892356,ms,2212
12,S1-sensitivity,EVSE=50,mean_session_establishment_overhead,173.92669143464292,ms,2215
13,S1-sensitivity,EVSE=50,mean_session_establishment_overhead,176.09220126020156,ms,2196
14,S1-sensitivity,EVSE=50,mean_session_establishment_overhead,174.6969319850265,ms,2242
15,S1-sensitivity,EVSE=50,mean_session_establishment_overhead,174.61214468005846,ms,2191
16,S1-sensitivity,EVSE=50,mean_session_establishment_overhead,175.3157041896777,ms,2190
17,S1-sensitivity,EVSE=50,mean_session_establishment_overhead,175.65233598637772,ms,2196
18,S1-sensitivity,EVSE=50,mean_session_establishment_overhead,174.3223155446329,ms,2216
19,S1-sensitivity,EVSE=50,mean_session_establishment_overhead,175.10717126487611,ms,2235
20,S1-sensitivity,EVSE=50,mean_session_establishment_overhead,175.44464297577426,ms,2239
21,S1-sensitivity,EVSE=50,mean_session_establishment_overhead,175.14643229224632,ms,2193
22,S1-sensitivity,EVSE=50,mean_session_establishment_overhead,175.12569211429798,ms,2215
23,S1-sensitivity,EVSE=50,mean_session_establishment_overhead,174.74771072209754,ms,2229
24,S1-sensitivity,EVSE=50,mean_session_establishment_overhead,174.27621165680264,ms,2191
25,S1-sensitivity,EVSE=50,mean_session_establishment_overhead,174.54369080335405,ms,2201
26,S1-sensitivity,EVSE=50,mean_session_establishment_overhead,174.77957075120332,ms,2222
27,S1-sensitivity,EVSE=50,mean_session_establishment_overhead,175.24461280680597,ms,2179
28,S1-sensitivity,EVSE=50,mean_session_establishment_overhead,175.43265623468972,ms,2202
29,S1-sensitivity,EVSE=50,mean_session_establishment_overhead,175.52729218789932,ms,2215
30,S1-sensitivity,EVSE=50,mean_session_establishment_overhead,175.29434410988316,ms,2217
31,S1-sensitivity,EVSE=50,mean_session_establishment_overhead,174.68645524078718,ms,2179
32,S1-sensitivity,EVSE=50,mean_session_establishment_overhead,175.33129571076387,ms,2221
33,S1-sensitivity,EVSE=50,mean_session_establishment_overhead,175.83525936107972,ms,2197
34,S1-sensitivity,EVSE=50,mean_session_establishment_overhead,175.0926893217094,ms,2201
35,S1-sensitivity,EVSE=50,mean_session_establishment_overhead,173.81490840650295,ms,2260
36,S1-sensitivity,EVSE=50,mean_session_establishment_overhead,175.26102725048744,ms,2200
37,S1-sensitivity,EVSE=50,mean_session_establishment_overhead,176.6863548415116,ms,2221
38,S1-sensitivity,EVSE=50,mean_session_establishment_overhead,175.70503960691812,ms,2174
39,S1-sensitivity,EVSE=50,mean_session_establishment_overhead,174.9823963549499,ms,2264
40,S1-sensitivity,EVSE=50,mean_session_establishment_overhead,176.20760252045042,ms,2220
41,S1-sensitivity,EVSE=50,mean_session_establishment_overhead,175.50282305582138,ms,2192
42,S1-sensitivity,EVSE=50,mean_session_establishment_overhead,174.10440283938942,ms,2188
43,S1-sensitivity,EVSE=50,mean_session_establishment_overhead,175.95548071326658,ms,2226
44,S1-sensitivity,EVSE=50,mean_session_establishment_overhead,174.46322213755758,ms,2224
45,S1-sensitivity,EVSE=50,mean_session_establishment_overhead,174.06133731451186,ms,2215
46,S1-sensitivity,EVSE=50,mean_session_establishment_overhead,175.80564083158936,ms,2238
47,S1-sensitivity,EVSE=50,mean_session_establishment_overhead,175.7698340924502,ms,2210
48,S1-sensitivity,EVSE=50,mean_session_establishment_overhead,175.4458841397994,ms,2172
49,S1-sensitivity,EVSE=50,mean_session_establishment_overhead,174.56217899019308,ms,2249
50,S1-sensitivity,EVSE=50,mean_session_establishment_overhead,175.47666423881813,ms,2193
51,S1-sensitivity,EVSE=50,mean_session_establishment_overhead,174.59232166713,ms,2209
52,S1-sensitivity,EVSE=50,mean_session_establishment_overhead,173.87775142663403,ms,2203
53,S1-sensitivity,EVSE=50,mean_session_establishment_overhead,174.94419790611894,ms,2193
54,S1-sensitivity,EVSE=50,mean_session_establishment_overhead,174.34101523329252,ms,2169
55,S1-sensitivity,EVSE=50,mean_session_establishment_overhead,175.69115280849806,ms,2198
56,S1-sensitivity,EVSE=50,mean_session_establishment_overhead,175.6244234153962,ms,2197
57,S1-sensitivity,EVSE=50,mean_session_establishment_overhead,175.97789917584853,ms,2195
58,S1-sensitivity,EVSE=50,mean_session_establishment_overhead,175.16923344597578,ms,2165
59,S1-sensitivity,EVSE=50,mean_session_establishment_overhead,175.50156322693286,ms,2179
60,S1-sensitivity,EVSE=50,mean_session_establishment_overhead,175.23343679186505,ms,2182
61,S1-sensitivity,EVSE=50,mean_session_establishment_overhead,174.01927346022248,ms,2244
62,S1-sensitivity,EVSE=50,mean_session_establishment_overhead,175.0494011561433,ms,2200
63,S1-sensitivity,EVSE=50,mean_session_establishment_overhead,175.27659632628433,ms,2213
64,S1-sensitivity,EVSE=50,mean_session_establishment_overhead,175.1735314360841,ms,2202
65,S1-sensitivity,EVSE=50,mean_session_establishment_overhead,175.29365197368813,ms,2194
66,S1-sensitivity,EVSE=50,mean_session_establishment_overhead,175.6004509757418,ms,2194
67,S1-sensitivity,EVSE=50,mean_session_establishment_overhead,175.4280076402291,ms,2214
68,S1-sensitivity,EVSE=50,mean_session_establishment_overhead,174.45683927455718,ms,2195
69,S1-sensitivity,EVSE=50,mean_session_establishment_overhead,174.40502667838405,ms,2225
70,S1-sensitivity,EVSE=50,mean_session_establishment_overhead,174.9600303321151,ms,2217
71,S1-sensitivity,EVSE=50,mean_session_establishment_overhead,175.94722170778718,ms,2208
72,S1-sensitivity,EVSE=50,mean_session_establishment_overhead,173.92018648235538,ms,2186
73,S1-sensitivity,EVSE=50,mean_session_establishment_overhead,175.50944219683035,ms,2278
74,S1-sensitivity,EVSE=50,mean_session_establishment_overhead,175.17900487660722,ms,2167
75,S1-sensitivity,EVSE=50,mean_session_establishment_overhead,176.38570984008365,ms,2223
76,S1-sensitivity,EVSE=50,mean_session_establishment_overhead,175.6843665988197,ms,2200
77,S1-sensitivity,EVSE=50,mean_session_establishment_overhead,175.26567433390113,ms,2242
78,S1-sensitivity,EVSE=50,mean_session_establishment_overhead,176.78241227203713,ms,2173
79,S1-sensitivity,EVSE=50,mean_session_establishment_overhead,174.75459862082505,ms,2230
80,S1-sensitivity,EVSE=50,mean_session_establishment_overhead,174.8183515246394,ms,2221
81,S1-sensitivity,EVSE=50,mean_session_establishment_overhead,175.6861182034801,ms,2225
82,S1-sensitivity,EVSE=50,mean_session_establishment_overhead,175.14421583578405,ms,2211
83,S1-sensitivity,EVSE=50,mean_session_establishment_overhead,174.70373855960034,ms,2188
84,S1-sensitivity,EVSE=50,mean_session_establishment_overhead,174.27701970685325,ms,2211
85,S1-sensitivity,EVSE=50,mean_session_establishment_overhead,174.93279023664857,ms,2195
86,S1-sensitivity,EVSE=50,mean_session_establishment_overhead,175.4787180350196,ms,2222
87,S1-sensitivity,EVSE=50,mean_session_establishment_overhead,174.7618148161695,ms,2228
88,S1-sensitivity,EVSE=50,mean_session_establishment_overhead,175.42225486137482,ms,2178
89,S1-sensitivity,EVSE=50,mean_session_establishment_overhead,175.11124157315624,ms,2212
90,S1-sensitivity,EVSE=50,mean_session_establishment_overhead,175.99590339689655,ms,2172
91,S1-sensitivity,EVSE=50,mean_session_establishment_overhead,175.54228304874866,ms,2200
92,S1-sensitivity,EVSE=50,mean_session_establishment_overhead,175.16379299478245,ms,2209
93,S1-sensitivity,EVSE=50,mean_session_establishment_overhead,174.74559713300224,ms,2174
94,S1-sensitivity,EVSE=50,mean_session_establishment_overhead,175.28191445113598,ms,2178
95,S1-sensitivity,EVSE=50,mean_session_establishment_overhead,175.7083433222094,ms,2211
96,S1-sensitivity,EVSE=50,mean_session_establishment_overhead,175.47126744323245,ms,2186
97,S1-sensitivity,EVSE=50,mean_session_establishment_overhead,175.60396660003565,ms,2191
98,S1-sensitivity,EVSE=50,mean_session_establishment_overhead,175.0425599139649,ms,2222
99,S1-sensitivity,EVSE=50,mean_session_establishment_overhead,176.03518621747162,ms,2243
0,S1-sensitivity,EVSE=100,mean_session_establishment_overhead,176.0435712337817,ms,4391
1,S1-sensitivity,EVSE=100,mean_session_establishment_overhead,176.650024717281,ms,4414
2,S1-sensitivity,EVSE=100,mean_session_establishment_overhead,175.97908173788642,ms,4412
3,S1-sensitivity,EVSE=100,mean_session_establishment_overhead,175.7925125897885,ms,4429
4,S1-sensitivity,EVSE=100,mean_session_establishment_overhead,176.68353508875606,ms,4421
5,S1-sensitivity,EVSE=100,mean_session_establishment_overhead,176.8352018674526,ms,4418
6,S1-sensitivity,EVSE=100,mean_session_establishment_overhead,176.0409194041946,ms,4416
7,S1-sensitivity,EVSE=100,mean_session_establishment_overhead,175.79031090285105,ms,4479
8,S1-sensitivity,EVSE=100,mean_session_establishment_overhead,176.56635424984646,ms,4441
9,S1-sensitivity,EVSE=100,mean_session_establishment_overhead,175.57735481162103,ms,4452
10,S1-sensitivity,EVSE=100,mean_session_establishment_overhead,176.79793507167835,ms,4427
11,S1-sensitivity,EVSE=100,mean_session_establishment_overhead,175.75913440297916,ms,4439
12,S1-sensitivity,EVSE=100,mean_session_establishment_overhead,175.6433496693099,ms,4401
13,S1-sensitivity,EVSE=100,mean_session_establishment_overhead,177.45067600922366,ms,4440
14,S1-sensitivity,EVSE=100,mean_session_establishment_overhead,176.28413408535036,ms,4431
15,S1-sensitivity,EVSE=100,mean_session_establishment_overhead,175.7130296808291,ms,4395
16,S1-sensitivity,EVSE=100,mean_session_establishment_overhead,176.7823463489104,ms,4383
17,S1-sensitivity,EVSE=100,mean_session_establishment_overhead,176.47310949589797,ms,4392
18,S1-sensitivity,EVSE=100,mean_session_establishment_overhead,175.62258557413162,ms,4419
19,S1-sensitivity,EVSE=100,mean_session_establishment_overhead,175.74796805241732,ms,4429
20,S1-sensitivity,EVSE=100,mean_session_establishment_overhead,176.7371624456301,ms,4421
21,S1-sensitivity,EVSE=100,mean_session_establishment_overhead,176.32879691204906,ms,4431
22,S1-sensitivity,EVSE=100,mean_session_establishment_overhead,176.6894886384937,ms,4421
23,S1-sensitivity,EVSE=100,mean_session_establishment_overhead,176.24889618984986,ms,4440
24,S1-sensitivity,EVSE=100,mean_session_establishment_overhead,175.5681860521098,ms,4343
25,S1-sensitivity,EVSE=100,mean_session_establishment_overhead,175.84995374104804,ms,4385
26,S1-sensitivity,EVSE=100,mean_session_establishment_overhead,177.15854375993442,ms,4415
27,S1-sensitivity,EVSE=100,mean_session_establishment_overhead,175.8813278786996,ms,4344
28,S1-sensitivity,EVSE=100,mean_session_establishment_overhead,176.96822997084138,ms,4419
29,S1-sensitivity,EVSE=100,mean_session_establishment_overhead,176.42275367381498,ms,4417
30,S1-sensitivity,EVSE=100,mean_session_establishment_overhead,176.46230403704604,ms,4449
31,S1-sensitivity,EVSE=100,mean_session_establishment_overhead,176.4594199502128,ms,4378
32,S1-sensitivity,EVSE=100,mean_session_establishment_overhead,176.23859909261859,ms,4407
33,S1-sensitivity,EVSE=100,mean_session_establishment_overhead,176.66587480719656,ms,4404
34,S1-sensitivity,EVSE=100,mean_session_establishment_overhead,176.5822225410647,ms,4432
35,S1-sensitivity,EVSE=100,mean_session_establishment_overhead,176.23990047298003,ms,4450
36,S1-sensitivity,EVSE=100,mean_session_establishment_overhead,176.0224168664978,ms,4402
37,S1-sensitivity,EVSE=100,mean_session_establishment_overhead,176.48364811461036,ms,4390
38,S1-sensitivity,EVSE=100,mean_session_establishment_overhead,176.35619369428395,ms,4385
39,S1-sensitivity,EVSE=100,mean_session_establishment_overhead,176.84728484371746,ms,4462
40,S1-sensitivity,EVSE=100,mean_session_establishment_overhead,176.84731308060384,ms,4450
41,S1-sensitivity,EVSE=100,mean_session_establishment_overhead,176.3013158537936,ms,4418
42,S1-sensitivity,EVSE=100,mean_session_establishment_overhead,175.73846528201665,ms,4400
43,S1-sensitivity,EVSE=100,mean_session_establishment_overhead,176.60475408657726,ms,4423
44,S1-sensitivity,EVSE=100,mean_session_establishment_overhead,175.78119084203715,ms,4463
45,S1-sensitivity,EVSE=100,mean_session_establishment_overhead,175.51370441295344,ms,4415
46,S1-sensitivity,EVSE=100,mean_session_establishment_overhead,176.88463656974739,ms,4431
47,S1-sensitivity,EVSE=100,mean_session_establishment_overhead,176.72474958960626,ms,4408
48,S1-sensitivity,EVSE=100,mean_session_establishment_overhead,176.9350709727075,ms,4341
49,S1-sensitivity,EVSE=100,mean_session_establishment_overhead,175.69625296256353,ms,4454
50,S1-sensitivity,EVSE=100,mean_session_establishment_overhead,176.2947113886222,ms,4434
51,S1-sensitivity,EVSE=100,mean_session_establishment_overhead,176.52608833210883,ms,4390
52,S1-sensitivity,EVSE=100,mean_session_establishment_overhead,175.6676888488691,ms,4412
53,S1-sensitivity,EVSE=100,mean_session_establishment_overhead,175.96226339714764,ms,4389
54,S1-sensitivity,EVSE=100,mean_session_establishment_overhead,175.76510887454612,ms,4401
55,S1-sensitivity,EVSE=100,mean_session_establishment_overhead,176.74414653762068,ms,4438
56,S1-sensitivity,EVSE=100,mean_session_establishment_overhead,176.39836713587346,ms,4421
57,S1-sensitivity,EVSE=100,mean_session_establishment_overhead,177.0201414135782,ms,4422
58,S1-sensitivity,EVSE=100,mean_session_establishment_overhead,176.79453109880137,ms,4382
59,S1-sensitivity,EVSE=100,mean_session_establishment_overhead,175.97133636838458,ms,4396
60,S1-sensitivity,EVSE=100,mean_session_establishment_overhead,175.75110213553214,ms,4439
61,S1-sensitivity,EVSE=100,mean_session_establishment_overhead,175.79311729404432,ms,4450
62,S1-sensitivity,EVSE=100,mean_session_establishment_overhead,176.6494026719396,ms,4400
63,S1-sensitivity,EVSE=100,mean_session_establishment_overhead,175.98273224776668,ms,4403
64,S1-sensitivity,EVSE=100,mean_session_establishment_overhead,176.4119803012287,ms,4403
65,S1-sensitivity,EVSE=100,mean_session_establishment_overhead,176.06805176280446,ms,4364
66,S1-sensitivity,EVSE=100,mean_session_establishment_overhead,176.79744824494142,ms,4423
67,S1-sensitivity,EVSE=100,mean_session_establishment_overhead,176.69948125172462,ms,4436
68,S1-sensitivity,EVSE=100,mean_session_establishment_overhead,175.03937282154038,ms,4389
69,S1-sensitivity,EVSE=100,mean_session_establishment_overhead,175.34963296559144,ms,4441
70,S1-sensitivity,EVSE=100,mean_session_establishment_overhead,176.25395909404727,ms,4409
71,S1-sensitivity,EVSE=100,mean_session_establishment_overhead,176.82066186961686,ms,4409
72,S1-sensitivity,EVSE=100,mean_session_establishment_overhead,175.93353217107276,ms,4364
73,S1-sensitivity,EVSE=100,mean_session_establishment_overhead,176.54338075117053,ms,4495
74,S1-sensitivity,EVSE=100,mean_session_establishment_overhead,176.86416714185472,ms,4371
75,S1-sensitivity,EVSE=100,mean_session_establishment_overhead,177.01889185551528,ms,4453
76,S1-sensitivity,EVSE=100,mean_session_establishment_overhead,176.8586847180229,ms,4432
77,S1-sensitivity,EVSE=100,mean_session_establishment_overhead,176.63583660633097,ms,4467
78,S1-sensitivity,EVSE=100,mean_session_establishment_overhead,177.4019281909359,ms,4363
79,S1-sensitivity,EVSE=100,mean_session_establishment_overhead,176.33907453273576,ms,4439
80,S1-sensitivity,EVSE=100,mean_session_establishment_overhead,175.5702598360555,ms,4427
81,S1-sensitivity,EVSE=100,mean_session_establishment_overhead,176.47313932274562,ms,4399
82,S1-sensitivity,EVSE=100,mean_session_establishment_overhead,176.57830968663905,ms,4410
83,S1-sensitivity,EVSE=100,mean_session_establishment_overhead,176.09221734246344,ms,4384
84,S1-sensitivity,EVSE=100,mean_session_establishment_overhead,175.53188996167836,ms,4374
85,S1-sensitivity,EVSE=100,mean_session_establishment_overhead,176.29531222185025,ms,4402
86,S1-sensitivity,EVSE=100,mean_session_establishment_overhead,176.71426528502215,ms,4421
87,S1-sensitivity,EVSE=100,mean_session_establishment_overhead,176.23271812246452,ms,4405
88,S1-sensitivity,EVSE=100,mean_session_establishment_overhead,177.54000933282006,ms,4395
89,S1-sensitivity,EVSE=100,mean_session_establishment_overhead,176.32756967459318,ms,4415
90,S1-sensitivity,EVSE=100,mean_session_establishment_overhead,176.69183036117573,ms,4379
91,S1-sensitivity,EVSE=100,mean_session_establishment_overhead,176.77306185048207,ms,4392
92,S1-sensitivity,EVSE=100,mean_session_establishment_overhead,176.33937759414135,ms,4476
93,S1-sensitivity,EVSE=100,mean_session_establishment_overhead,175.917530544232,ms,4414
94,S1-sensitivity,EVSE=100,mean_session_establishment_overhead,176.47599415287098,ms,4389
95,S1-sensitivity,EVSE=100,mean_session_establishment_overhead,176.3968520935231,ms,4447
96,S1-sensitivity,EVSE=100,mean_session_establishment_overhead,176.476841593424,ms,4412
97,S1-sensitivity,EVSE=100,mean_session_establishment_overhead,176.41032773216045,ms,4414
98,S1-sensitivity,EVSE=100,mean_session_establishment_overhead,175.92977465645404,ms,4417
99,S1-sensitivity,EVSE=100,mean_session_establishment_overhead,177.66267278393727,ms,4452
0,S1-sensitivity,EVSE=500,mean_session_establishment_overhead,187.34360404219476,ms,22123
1,S1-sensitivity,EVSE=500,mean_session_establishment_overhead,187.20363404516274,ms,22127
2,S1-sensitivity,EVSE=500,mean_session_establishment_overhead,186.89958775120823,ms,22116
3,S1-sensitivity,EVSE=500,mean_session_establishment_overhead,186.6912025571318,ms,22087
4,S1-sensitivity,EVSE=500,mean_session_establishment_overhead,187.36325802745682,ms,22063
5,S1-sensitivity,EVSE=500,mean_session_establishment_overhead,188.08337069561972,ms,22050
6,S1-sensitivity,EVSE=500,mean_session_establishment_overhead,186.8534199515176,ms,22098
7,S1-sensitivity,EVSE=500,mean_session_establishment_overhead,187.3452190083853,ms,22138
8,S1-sensitivity,EVSE=500,mean_session_establishment_overhead,187.19145216407816,ms,22209
9,S1-sensitivity,EVSE=500,mean_session_establishment_overhead,186.7862947722438,ms,22153
10,S1-sensitivity,EVSE=500,mean_session_establishment_overhead,187.41028741006724,ms,22171
11,S1-sensitivity,EVSE=500,mean_session_establishment_overhead,187.20344918373064,ms,22190
12,S1-sensitivity,EVSE=500,mean_session_establishment_overhead,186.83271187756912,ms,22070
13,S1-sensitivity,EVSE=500,mean_session_establishment_overhead,186.92329184238986,ms,22073
14,S1-sensitivity,EVSE=500,mean_session_establishment_overhead,187.162646298211,ms,22061
15,S1-sensitivity,EVSE=500,mean_session_establishment_overhead,187.1042679825004,ms,22059
16,S1-sensitivity,EVSE=500,mean_session_establishment_overhead,187.58384827162774,ms,22050
17,S1-sensitivity,EVSE=500,mean_session_establishment_overhead,187.2196046040746,ms,22134
18,S1-sensitivity,EVSE=500,mean_session_establishment_overhead,187.18941685078457,ms,22130
19,S1-sensitivity,EVSE=500,mean_session_establishment_overhead,186.79874066645883,ms,22173
20,S1-sensitivity,EVSE=500,mean_session_establishment_overhead,187.21917617880538,ms,22081
21,S1-sensitivity,EVSE=500,mean_session_establishment_overhead,187.31310080904703,ms,22076
22,S1-sensitivity,EVSE=500,mean_session_establishment_overhead,187.44956674181987,ms,22077
23,S1-sensitivity,EVSE=500,mean_session_establishment_overhead,186.5543836874621,ms,22154
